MD,TVDSS,GR,NPHI,RHOZ,DT,VCL,PHIE,Deltaic_Facies
3307.65,3194.9286,122.4279,0.2532,2.6329,83.7078,0.8483,0.0036,5
3307.8,3195.0606,117.9058,0.2517,2.6233,83.6774,0.7941,0.0118,5
3307.95,3195.1925,111.4455,0.2444,2.6082,83.3694,0.7243,0.033,5
3308.1,3195.3244,104.8797,0.2302,2.6027,83.0984,0.684,0.0509,5
3308.25,3195.4563,107.2988,0.2231,2.6096,83.2661,0.7177,0.0347,5
3308.4,3195.5882,112.1991,0.221,2.6193,83.3475,0.7521,0.0198,5
3308.55,3195.7201,112.1342,0.2207,2.6303,83.2083,0.7376,0.0254,5
3308.7,3195.852,108.3479,0.2264,2.634,83.0814,0.705,0.0388,5
3308.85,3195.9839,106.5401,0.2405,2.6368,83.118,0.7357,0.034,5
3309,3196.1158,110.6509,0.2533,2.6336,83.2751,0.8107,0.0137,5
3309.15,3196.2477,115.4643,0.2591,2.6258,83.198,0.8279,0.0054,5
3309.3,3196.3797,118.6796,0.2456,2.6161,82.7993,0.822,0.0056,5
3309.45,3196.5116,123.3679,0.2295,2.605,82.474,0.7987,0.0107,5
3309.6,3196.6435,127.2437,0.2176,2.5939,82.3122,0.7677,0.0169,5
3309.75,3196.7754,126.9347,0.2207,2.5855,82.3166,0.7744,0.0142,5
3309.9,3196.9073,125.4181,0.2285,2.5865,82.3016,0.7981,0.0091,5
3310.05,3197.0392,123.1388,0.2299,2.5961,82.0152,0.8035,0.0087,5
3310.2,3197.1711,117.5395,0.229,2.6061,81.5038,0.7703,0.017,5
3310.35,3197.303,111.2892,0.2272,2.6081,80.8261,0.7288,0.0284,5
3310.5,3197.4349,108.7324,0.228,2.6039,80.2866,0.7374,0.0263,5
3310.65,3197.5668,114.3547,0.2232,2.6032,79.6995,0.7715,0.0156,5
3310.8,3197.6988,119.1842,0.216,2.6103,79.0486,0.7793,0.0123,5
3310.95,3197.8307,115.2684,0.2073,2.6275,78.8792,0.7597,0.0184,5
3311.1,3197.9626,112.1039,0.2058,2.6495,78.3288,0.7279,0.0283,5
3311.25,3198.0945,108.3978,0.2024,2.6645,77.5998,0.7156,0.0306,5
3311.4,3198.2264,108.87,0.1948,2.6625,77.6165,0.7044,0.0307,5
3311.55,3198.3583,107.1233,0.1875,2.642,77.5643,0.6858,0.0329,5
3311.7,3198.4902,105.7579,0.1795,2.6194,77.4526,0.6946,0.0366,5
3311.85,3198.6221,109.9698,0.1914,2.6067,78.1438,0.7025,0.0381,5
3312,3198.754,109.9319,0.1916,2.6114,79.4306,0.7317,0.0275,5
3312.15,3198.8859,111.6356,0.2053,2.6136,80.2372,0.7245,0.0303,5
3312.3,3199.0179,108.68,0.2057,2.6141,81.1603,0.739,0.0241,5
3312.45,3199.1498,111.6382,0.2157,2.6152,80.9488,0.7467,0.0209,5
3312.6,3199.2817,111.7667,0.2178,2.6245,80.6465,0.7479,0.0205,5
3312.75,3199.4136,112.4601,0.2209,2.6337,79.9108,0.754,0.0186,5
3312.9,3199.5455,111.8134,0.2174,2.6341,79.4197,0.7498,0.0208,5
3313.05,3199.6774,108.197,0.2106,2.625,79.1441,0.7173,0.0336,5
3313.2,3199.8093,112.7889,0.2022,2.6257,78.8881,0.7494,0.0209,5
3313.35,3199.9412,112.2531,0.1922,2.6273,78.7757,0.7406,0.0232,5
3313.5,3200.0731,114.5312,0.1966,2.6312,78.2787,0.7478,0.0206,5
